Timestamp,Vehicle_ID,Vehicle_Model,Battery_Age_Months,Avg_Cell_Voltage,Max_Cell_Voltage,Min_Cell_Voltage,Pack_Current,Charging_State,Charge_Throughput,Avg_Temperature,Max_Temperature,Min_Temperature,Ambient_Temperature,Internal_Resistance,Pressure_Level,Coolant_Flow_Rate,Insulation_Resistance,Cycle_Count,Depth_of_Discharge,Energy_Consumed_kWh,Energy_Regenerated_kWh,Distance_Traveled_km,Speed_kmh,Acceleration_ms2,Location_City,Location_Latitude,Location_Longitude,Altitude_m,Humidity_Percent,Air_Pressure_kPa
2024-02-28T06:00:00,JLR-EV-1005,F-PACE_EV,34,3.746,3.968,3.433,-67.3,Charging,54198.76,35.71,45.82,30.05,28.98,3.264,1.387,2.13,1381325,538,0.0,0.0,1.51,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,79,92.9
2024-02-28T12:00:00,JLR-EV-1005,F-PACE_EV,51,3.518,3.858,3.248,102.89,Discharging,52273.26,44.86,54.69,36.96,35.0,3.658,1.49,3.612,1784623,741,79.8,2.17,0.0,172.5,109.0,-1.3,Mumbai,19.076,72.8777,14,76,101.1
2024-02-28T18:00:00,JLR-EV-1005,F-PACE_EV,58,3.392,3.587,3.287,100.14,Discharging,63871.6,39.71,52.57,33.41,31.95,3.653,1.607,2.294,1609395,742,65.0,2.04,0.0,82.9,45.1,-1.4,Delhi,28.6139,77.209,216,72,98.7
2024-02-29T00:00:00,JLR-EV-1005,F-PACE_EV,47,3.381,3.629,3.116,-1.59,Idle,53798.73,36.97,45.14,29.16,33.68,3.692,1.755,3.326,1461407,653,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,83,91.7
2024-02-29T06:00:00,JLR-EV-1005,F-PACE_EV,13,3.533,3.908,3.349,82.7,Discharging,13664.29,41.97,53.34,38.71,30.28,3.265,1.786,2.808,1736006,175,64.3,1.75,0.0,114.0,43.7,0.3,Pune,18.5204,73.8567,560,77,93.8
2024-02-29T12:00:00,JLR-EV-1005,F-PACE_EV,54,3.745,3.95,3.445,67.62,Discharging,64861.81,41.37,48.56,35.97,31.97,3.577,1.557,3.429,1564198,694,79.0,1.52,0.0,127.7,97.5,-2.2,Bangalore,12.9716,77.5946,920,73,92.3
2024-02-29T18:00:00,JLR-EV-1005,F-PACE_EV,13,3.74,3.887,3.507,17.98,Discharging,22139.45,30.02,43.82,26.61,30.99,2.789,1.241,3.338,1787858,292,40.8,0.4,0.0,95.9,109.5,1.7,Mumbai,19.076,72.8777,14,76,101.6
2024-03-01T00:00:00,JLR-EV-1005,F-PACE_EV,56,3.54,3.689,3.162,-62.44,Charging,76505.49,39.89,44.31,32.43,37.43,3.462,1.676,3.496,1116519,779,0.0,0.0,1.33,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,72,101.5
2024-03-01T06:00:00,JLR-EV-1005,F-PACE_EV,28,3.745,3.949,3.352,-1.25,Idle,25282.45,33.04,45.24,25.31,31.38,3.427,1.199,2.734,1121898,341,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,67,94.5
2024-03-01T12:00:00,JLR-EV-1005,F-PACE_EV,54,3.721,4.008,3.326,58.45,Discharging,54839.19,45.92,57.66,43.83,37.59,3.939,1.08,3.914,1444883,679,51.0,1.3,0.0,30.0,45.6,-1.3,Bangalore,12.9716,77.5946,920,79,91.8
2024-03-01T18:00:00,JLR-EV-1005,F-PACE_EV,35,3.475,3.717,3.16,87.6,Discharging,46067.58,45.88,54.78,41.04,35.14,3.331,1.506,2.064,1065323,503,88.4,1.83,0.0,68.4,105.5,-1.7,Pune,18.5204,73.8567,560,73,94.1
2024-03-02T00:00:00,JLR-EV-1005,F-PACE_EV,3,3.527,3.686,3.189,-79.6,Charging,9306.71,39.04,44.78,34.3,31.41,2.933,1.657,2.752,1342242,102,0.0,0.0,1.68,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,78,92.3
2024-03-02T06:00:00,JLR-EV-1005,F-PACE_EV,36,3.739,3.939,3.594,57.67,Discharging,51181.21,42.23,50.29,37.49,33.75,3.312,1.431,3.631,1382397,514,60.9,1.29,0.0,97.8,4.1,-1.7,Chennai,13.0827,80.2707,6,81,102.5
2024-03-02T12:00:00,JLR-EV-1005,F-PACE_EV,5,3.43,3.562,3.066,99.97,Discharging,7424.76,42.72,53.7,35.42,36.55,3.279,1.396,3.938,1314086,94,22.2,2.06,0.0,75.5,104.6,-0.7,Chennai,13.0827,80.2707,6,89,101.8
2024-03-02T18:00:00,JLR-EV-1005,F-PACE_EV,55,3.467,3.601,3.293,0.07,Idle,66819.87,37.49,47.2,35.42,36.33,3.505,1.056,3.514,1010135,693,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,75,93.1
2024-03-03T00:00:00,JLR-EV-1005,F-PACE_EV,23,3.505,3.697,3.347,27.45,Discharging,28822.52,41.0,53.03,38.86,36.83,3.441,1.516,3.741,1209495,418,57.4,0.58,0.0,145.8,42.8,-0.7,Delhi,28.6139,77.209,216,69,99.3
2024-03-03T06:00:00,JLR-EV-1005,F-PACE_EV,29,3.387,3.488,3.151,15.58,Discharging,36349.1,42.28,55.7,39.31,36.74,3.468,1.384,3.083,1334387,435,65.9,0.32,0.0,0.4,86.4,-2.4,Chennai,13.0827,80.2707,6,90,101.5
2024-03-03T12:00:00,JLR-EV-1006,F-PACE_EV,22,3.711,3.959,3.422,98.03,Discharging,35936.8,48.11,61.72,41.89,35.38,3.658,1.775,3.512,1395056,393,88.9,2.18,0.0,190.2,7.3,-1.8,Pune,18.5204,73.8567,560,82,93.4
2024-03-03T18:00:00,JLR-EV-1006,F-PACE_EV,4,3.657,3.821,3.267,1.71,Idle,17649.39,27.83,39.16,20.74,31.57,2.896,1.315,2.825,1206644,179,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,87,101.7
2024-03-04T00:00:00,JLR-EV-1006,F-PACE_EV,35,3.431,3.727,3.257,31.36,Discharging,46246.0,40.01,51.25,32.31,38.2,3.693,1.11,3.811,1508516,548,24.8,0.65,0.0,178.4,107.0,2.3,Pune,18.5204,73.8567,560,75,94.6
2024-03-04T06:00:00,JLR-EV-1006,F-PACE_EV,47,3.464,3.572,3.299,38.92,Discharging,44461.92,39.01,42.99,36.43,34.14,3.77,1.417,2.249,1486720,597,44.8,0.81,0.0,171.9,87.1,-0.6,Bangalore,12.9716,77.5946,920,82,92.7
2024-03-04T12:00:00,JLR-EV-1006,F-PACE_EV,21,3.533,3.856,3.268,86.06,Discharging,35484.04,42.77,52.53,38.06,31.38,3.335,1.474,2.41,1307077,392,30.1,1.82,0.0,133.2,35.8,-0.9,Bangalore,12.9716,77.5946,920,70,92.6
2024-03-04T18:00:00,JLR-EV-1006,F-PACE_EV,13,3.639,3.806,3.325,-70.25,Charging,16634.74,48.02,56.02,46.0,38.33,3.259,1.587,2.328,1253946,180,0.0,0.0,1.53,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,78,102.2
2024-03-05T00:00:00,JLR-EV-1006,F-PACE_EV,58,3.375,3.714,3.061,86.16,Discharging,58799.65,44.41,47.52,36.68,35.94,3.528,1.411,3.84,1772679,838,62.2,1.74,0.0,22.6,46.3,-0.0,Bangalore,12.9716,77.5946,920,88,92.4
2024-03-05T06:00:00,JLR-EV-1006,F-PACE_EV,41,3.415,3.728,3.047,-26.46,Charging,49792.32,36.55,50.73,34.2,33.03,3.272,1.408,2.157,1765306,492,0.0,0.0,0.54,0.0,0.0,0.0,Pune,18.5204,73.8567,560,72,94.9
2024-03-05T12:00:00,JLR-EV-1006,F-PACE_EV,52,3.617,3.944,3.265,59.03,Discharging,66450.17,42.46,46.08,40.25,35.92,3.66,1.386,3.877,1124551,664,87.6,1.28,0.0,82.1,96.3,-2.0,Delhi,28.6139,77.209,216,68,100.2
2024-03-05T18:00:00,JLR-EV-1006,F-PACE_EV,14,3.718,3.844,3.364,0.71,Idle,16617.75,31.42,35.86,27.67,32.16,3.096,1.427,2.206,1192412,186,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,87,102.0
2024-03-06T00:00:00,JLR-EV-1006,F-PACE_EV,60,3.546,3.823,3.393,39.19,Discharging,59000.87,34.95,40.38,32.91,32.4,3.441,1.673,2.049,1154839,852,54.2,0.83,0.0,141.3,30.5,-2.2,Bangalore,12.9716,77.5946,920,81,91.2
2024-03-06T06:00:00,JLR-EV-1006,F-PACE_EV,41,3.555,3.847,3.185,-50.04,Charging,46220.09,41.51,50.4,39.48,34.37,3.548,1.583,2.68,1498886,576,0.0,0.0,1.07,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,89,91.4
2024-03-06T12:00:00,JLR-EV-1006,F-PACE_EV,44,3.486,3.808,3.349,-94.98,Charging,59385.31,41.36,53.03,38.27,34.86,3.799,1.627,3.911,1414505,656,0.0,0.0,1.99,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,87,101.7
2024-03-06T18:00:00,JLR-EV-1006,F-PACE_EV,32,3.581,3.757,3.277,36.77,Discharging,39907.03,35.04,45.42,28.11,33.88,3.245,1.203,3.146,1134531,439,33.5,0.79,0.0,163.6,29.5,2.0,Chennai,13.0827,80.2707,6,89,102.0
2024-03-07T00:00:00,JLR-EV-1006,F-PACE_EV,57,3.682,3.885,3.526,21.91,Discharging,65287.69,38.81,52.71,32.41,37.14,3.767,1.658,2.626,1198079,716,80.1,0.48,0.0,184.6,32.6,-2.0,Bangalore,12.9716,77.5946,920,81,92.1
2024-03-07T06:00:00,JLR-EV-1006,F-PACE_EV,30,3.475,3.633,3.205,71.9,Discharging,27882.96,41.28,47.0,35.44,35.53,3.364,1.353,2.925,1044594,363,21.7,1.5,0.0,153.9,29.9,-0.5,Bangalore,12.9716,77.5946,920,72,91.8
2024-03-07T12:00:00,JLR-EV-1006,F-PACE_EV,50,3.469,3.86,3.324,31.77,Discharging,46748.89,41.26,46.45,33.91,34.38,3.874,1.663,3.662,1429399,683,75.8,0.66,0.0,114.3,100.1,-1.8,Chennai,13.0827,80.2707,6,90,102.0
2024-03-07T18:00:00,JLR-EV-1006,F-PACE_EV,50,3.396,3.652,3.056,95.04,Discharging,51390.34,42.78,55.4,40.04,29.71,3.429,1.385,2.561,1491488,738,78.7,1.94,0.0,119.3,12.7,-2.1,Mumbai,19.076,72.8777,14,75,101.2
2024-03-08T00:00:00,JLR-EV-1006,F-PACE_EV,8,3.421,3.799,3.195,41.11,Discharging,17878.8,35.01,45.9,28.07,34.45,2.999,1.272,3.4,1258412,203,21.5,0.84,0.0,97.4,102.8,1.0,Mumbai,19.076,72.8777,14,86,100.2
2024-03-08T06:00:00,JLR-EV-1006,F-PACE_EV,12,3.671,3.811,3.456,-50.93,Charging,21719.88,37.78,50.8,35.6,30.99,3.211,1.702,3.088,1740477,217,0.0,0.0,1.12,0.0,0.0,0.0,Delhi,28.6139,77.209,216,66,98.9
2024-03-08T12:00:00,JLR-EV-1006,F-PACE_EV,41,3.476,3.779,3.278,28.08,Discharging,45629.15,34.91,48.55,29.82,35.67,3.619,1.612,3.853,1127980,564,40.7,0.59,0.0,162.3,11.2,-0.2,Bangalore,12.9716,77.5946,920,86,91.5
2024-03-08T18:00:00,JLR-EV-1006,F-PACE_EV,48,3.432,3.683,3.174,0.42,Idle,50380.41,40.56,44.74,37.51,38.41,3.63,1.231,3.491,1594725,605,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,88,91.8
2024-03-09T00:00:00,JLR-EV-1006,F-PACE_EV,39,3.687,3.835,3.361,55.15,Discharging,37374.67,33.37,42.46,28.04,31.8,3.123,1.763,3.651,1099208,501,74.6,1.22,0.0,61.1,6.2,2.3,Mumbai,19.076,72.8777,14,79,100.8
2024-03-09T06:00:00,JLR-EV-1006,F-PACE_EV,37,3.609,3.814,3.293,75.9,Discharging,37363.68,44.22,51.6,36.26,36.86,3.66,1.644,3.447,1355661,543,86.9,1.64,0.0,52.0,91.8,-0.1,Mumbai,19.076,72.8777,14,79,102.1
2024-03-09T12:00:00,JLR-EV-1006,F-PACE_EV,20,3.719,3.825,3.461,36.12,Discharging,30063.65,41.96,45.76,35.47,38.2,3.182,1.084,2.876,1540871,335,87.0,0.81,0.0,188.1,100.3,0.3,Delhi,28.6139,77.209,216,71,100.4
2024-03-09T18:00:00,JLR-EV-1006,F-PACE_EV,38,3.386,3.7,3.073,0.27,Idle,52156.35,29.07,42.5,23.01,31.07,3.252,1.417,2.552,1430828,524,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,78,91.3
2024-03-10T00:00:00,JLR-EV-1006,F-PACE_EV,12,3.391,3.564,3.176,92.56,Discharging,15666.66,39.9,43.24,34.48,29.18,3.218,1.199,2.315,1759279,208,69.6,1.88,0.0,190.4,27.2,-0.4,Pune,18.5204,73.8567,560,64,93.8
2024-03-10T06:00:00,JLR-EV-1006,F-PACE_EV,23,3.637,3.843,3.412,52.34,Discharging,31155.63,44.27,47.32,40.32,38.18,3.527,1.798,3.64,1510848,412,86.3,1.14,0.0,32.7,98.6,1.2,Chennai,13.0827,80.2707,6,79,101.7
2024-03-10T12:00:00,JLR-EV-1006,F-PACE_EV,18,3.651,3.807,3.309,0.76,Idle,29983.62,30.93,42.96,23.85,33.38,2.984,1.642,2.941,1089284,321,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,87,101.2
2024-03-10T18:00:00,JLR-EV-1006,F-PACE_EV,14,3.656,4.029,3.525,-80.25,Charging,18478.53,44.0,52.21,37.05,38.6,3.534,1.243,2.393,1531250,246,0.0,0.0,1.76,0.0,0.0,0.0,Delhi,28.6139,77.209,216,68,99.7
2024-03-11T00:00:00,JLR-EV-1006,F-PACE_EV,23,3.391,3.645,3.013,87.4,Discharging,31961.5,44.58,50.96,40.85,38.72,3.655,1.703,2.49,1724607,365,81.4,1.78,0.0,81.5,41.9,-1.8,Chennai,13.0827,80.2707,6,90,101.5
2024-03-11T06:00:00,JLR-EV-1006,F-PACE_EV,27,3.512,3.778,3.405,-1.97,Idle,35934.07,31.91,44.17,29.56,31.26,3.194,1.782,3.366,1742944,464,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,81,93.5
2024-03-11T12:00:00,JLR-EV-1006,F-PACE_EV,31,3.66,3.844,3.408,-2.0,Idle,34481.32,40.84,46.43,33.74,36.77,3.543,1.538,2.578,1189188,456,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,90,101.9
2024-03-11T18:00:00,JLR-EV-1006,F-PACE_EV,57,3.371,3.754,3.001,-0.55,Idle,81086.38,36.19,41.81,29.61,32.62,3.793,1.397,3.321,1738659,815,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,85,102.2
2024-03-12T00:00:00,JLR-EV-1006,F-PACE_EV,54,3.456,3.741,3.194,-0.89,Idle,67858.59,33.45,42.3,30.63,35.14,3.683,1.172,2.415,1688089,711,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,80,102.0
2024-03-12T06:00:00,JLR-EV-1006,F-PACE_EV,55,3.419,3.63,3.257,90.67,Discharging,55269.24,50.5,60.32,44.84,38.11,3.694,1.576,3.871,1730559,715,59.2,1.86,0.0,22.0,10.9,-0.0,Bangalore,12.9716,77.5946,920,74,92.9
2024-03-12T12:00:00,JLR-EV-1006,F-PACE_EV,12,3.672,4.045,3.418,-53.95,Charging,26918.72,42.08,51.72,35.76,33.96,3.088,1.631,3.574,1769915,291,0.0,0.0,1.19,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,84,101.5
2024-03-12T18:00:00,JLR-EV-1006,F-PACE_EV,17,3.6,3.723,3.465,-0.98,Idle,20375.4,35.04,39.33,29.94,38.5,3.39,1.127,3.548,1001110,297,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,89,91.3
2024-03-13T00:00:00,JLR-EV-1006,F-PACE_EV,57,3.664,3.953,3.312,28.3,Discharging,61526.24,35.86,47.64,29.72,29.91,3.631,1.201,2.266,1539995,793,73.0,0.62,0.0,118.0,101.1,2.0,Bangalore,12.9716,77.5946,920,83,92.2
2024-03-13T06:00:00,JLR-EV-1006,F-PACE_EV,8,3.787,3.949,3.682,-49.83,Charging,14220.96,43.18,47.85,39.53,36.44,3.484,1.079,2.756,1449026,168,0.0,0.0,1.13,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,76,101.6
2024-03-13T12:00:00,JLR-EV-1006,F-PACE_EV,13,3.541,3.812,3.144,-1.64,Idle,18641.42,36.54,45.67,30.86,35.72,3.135,1.537,2.755,1765668,212,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,82,93.2
2024-03-13T18:00:00,JLR-EV-1006,F-PACE_EV,57,3.344,3.59,3.084,78.17,Discharging,61415.15,42.21,53.82,36.24,31.12,3.84,1.039,3.531,1515624,802,89.5,1.57,0.0,44.4,25.1,1.6,Chennai,13.0827,80.2707,6,78,100.8
2024-03-14T00:00:00,JLR-EV-1006,F-PACE_EV,41,3.535,3.78,3.393,22.97,Discharging,43388.34,32.36,36.5,25.85,32.63,3.437,1.217,3.652,1759222,601,54.3,0.49,0.0,179.0,98.8,-1.0,Mumbai,19.076,72.8777,14,70,101.8
2024-03-14T06:00:00,JLR-EV-1006,F-PACE_EV,55,3.656,3.884,3.387,-1.67,Idle,63007.25,36.84,42.69,31.49,39.33,3.462,1.684,3.653,1604942,717,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,84,92.5
2024-03-14T12:00:00,JLR-EV-1006,F-PACE_EV,12,3.513,3.69,3.275,91.21,Discharging,17448.25,37.55,41.64,31.01,29.37,3.239,1.364,3.921,1212517,238,32.3,1.92,0.0,61.2,111.2,-1.9,Pune,18.5204,73.8567,560,68,94.3
2024-03-14T18:00:00,JLR-EV-1006,F-PACE_EV,43,3.59,3.804,3.334,82.77,Discharging,44167.29,48.98,62.44,44.78,37.42,3.569,1.306,3.636,1568222,603,51.2,1.78,0.0,199.4,101.9,0.1,Chennai,13.0827,80.2707,6,88,101.0
2024-03-15T00:00:00,JLR-EV-1006,F-PACE_EV,12,3.522,3.66,3.401,63.63,Discharging,20042.3,39.19,51.98,36.44,31.1,3.292,1.676,2.611,1224564,283,30.4,1.34,0.0,93.4,58.1,2.0,Bangalore,12.9716,77.5946,920,74,92.3
2024-03-15T06:00:00,JLR-EV-1006,F-PACE_EV,60,3.712,4.106,3.54,83.55,Discharging,82930.04,38.48,43.17,32.97,33.03,3.792,1.631,2.248,1719086,843,30.9,1.86,0.0,29.8,74.5,0.2,Delhi,28.6139,77.209,216,62,100.0
2024-03-15T12:00:00,JLR-EV-1006,F-PACE_EV,26,3.572,3.677,3.189,-24.69,Charging,25793.59,34.8,42.24,31.34,33.75,3.336,1.769,3.395,1309366,361,0.0,0.0,0.53,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,71,91.2
2024-03-15T18:00:00,JLR-EV-1006,F-PACE_EV,53,3.506,3.856,3.293,76.66,Discharging,60130.1,42.54,51.84,37.16,33.78,3.772,1.534,3.167,1714225,709,25.7,1.61,0.0,101.3,42.4,0.2,Delhi,28.6139,77.209,216,69,100.7
2024-03-16T00:00:00,JLR-EV-1007,F-PACE_EV,17,3.767,4.137,3.451,-45.78,Charging,21998.85,37.92,51.44,33.61,32.05,3.001,1.208,2.841,1380090,293,0.0,0.0,1.03,0.0,0.0,0.0,Pune,18.5204,73.8567,560,67,94.9
2024-03-16T06:00:00,JLR-EV-1007,F-PACE_EV,39,3.367,3.511,3.235,28.91,Discharging,53319.0,38.43,45.11,36.24,32.12,3.278,1.466,3.971,1320220,585,67.1,0.58,0.0,182.0,30.7,1.9,Pune,18.5204,73.8567,560,78,93.6
2024-03-16T12:00:00,JLR-EV-1007,F-PACE_EV,14,3.42,3.61,3.04,-55.44,Charging,13171.53,35.25,46.03,28.74,30.43,3.334,1.474,3.12,1564735,179,0.0,0.0,1.14,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,80,100.5
2024-03-16T18:00:00,JLR-EV-1007,F-PACE_EV,1,3.585,3.877,3.265,78.22,Discharging,13560.83,38.24,48.73,35.69,31.13,2.833,1.65,3.759,1150569,149,89.9,1.68,0.0,170.5,26.8,-2.5,Mumbai,19.076,72.8777,14,73,101.6
2024-03-17T00:00:00,JLR-EV-1007,F-PACE_EV,9,3.615,3.982,3.499,84.41,Discharging,13259.1,38.93,49.41,36.41,34.08,3.28,1.031,2.23,1263072,161,21.8,1.83,0.0,3.0,19.7,-2.4,Bangalore,12.9716,77.5946,920,89,92.1
2024-03-17T06:00:00,JLR-EV-1007,F-PACE_EV,45,3.708,3.892,3.35,64.04,Discharging,51274.01,48.16,53.0,40.97,37.98,3.789,1.242,2.623,1150307,560,25.9,1.42,0.0,182.6,32.9,1.8,Mumbai,19.076,72.8777,14,81,102.0
2024-03-17T12:00:00,JLR-EV-1007,F-PACE_EV,21,3.533,3.788,3.266,50.67,Discharging,20941.36,37.9,44.4,33.43,36.8,3.216,1.007,2.354,1598172,265,25.7,1.07,0.0,103.9,12.3,-1.8,Chennai,13.0827,80.2707,6,79,100.6
2024-03-17T18:00:00,JLR-EV-1007,F-PACE_EV,60,3.443,3.815,3.332,63.6,Discharging,65295.66,43.51,56.49,41.38,36.83,3.942,1.064,2.381,1041781,730,68.1,1.31,0.0,188.8,79.7,-1.4,Pune,18.5204,73.8567,560,67,94.9
2024-03-18T00:00:00,JLR-EV-1007,F-PACE_EV,22,3.396,3.752,3.289,59.23,Discharging,33945.95,38.46,48.45,30.56,32.77,3.052,1.143,2.576,1170624,371,65.4,1.21,0.0,118.5,39.9,-0.5,Delhi,28.6139,77.209,216,73,100.5
2024-03-18T06:00:00,JLR-EV-1007,F-PACE_EV,24,3.732,3.947,3.47,-46.19,Charging,40411.32,42.1,55.01,39.42,36.71,3.26,1.173,2.487,1587287,413,0.0,0.0,1.03,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,87,92.5
2024-03-18T12:00:00,JLR-EV-1007,F-PACE_EV,11,3.577,3.762,3.201,62.05,Discharging,20016.93,39.39,50.2,31.91,34.51,3.427,1.248,2.927,1391673,227,61.6,1.33,0.0,126.1,78.1,1.9,Chennai,13.0827,80.2707,6,90,100.9
2024-03-18T18:00:00,JLR-EV-1007,F-PACE_EV,14,3.421,3.784,3.191,-0.78,Idle,26310.87,37.32,44.51,30.85,36.41,3.374,1.511,3.22,1139279,315,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,90,92.0
2024-03-19T00:00:00,JLR-EV-1007,F-PACE_EV,55,3.557,3.756,3.37,91.71,Discharging,64173.28,37.16,51.84,30.39,31.58,3.709,1.794,3.902,1217745,781,53.5,1.96,0.0,38.4,75.9,-2.4,Bangalore,12.9716,77.5946,920,71,91.3
2024-03-19T06:00:00,JLR-EV-1007,F-PACE_EV,21,3.451,3.751,3.296,48.61,Discharging,36727.65,41.34,53.73,38.13,36.72,3.448,1.049,3.794,1611554,373,30.9,1.01,0.0,167.5,48.9,-0.1,Bangalore,12.9716,77.5946,920,74,91.3
2024-03-19T12:00:00,JLR-EV-1007,F-PACE_EV,1,3.693,4.025,3.509,47.31,Discharging,6873.26,38.21,46.82,35.59,34.68,3.278,1.713,3.967,1490502,71,43.4,1.05,0.0,108.4,28.1,-1.9,Bangalore,12.9716,77.5946,920,80,91.8
2024-03-19T18:00:00,JLR-EV-1007,F-PACE_EV,31,3.703,3.84,3.32,58.03,Discharging,35785.51,45.38,59.33,38.21,36.84,3.759,1.368,2.76,1022428,440,32.8,1.29,0.0,115.7,63.7,-2.4,Chennai,13.0827,80.2707,6,83,102.1
2024-03-20T00:00:00,JLR-EV-1007,F-PACE_EV,12,3.734,3.962,3.414,-1.49,Idle,15390.18,29.34,38.21,23.49,30.64,2.77,1.079,3.197,1160317,187,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,83,100.3
2024-03-20T06:00:00,JLR-EV-1007,F-PACE_EV,41,3.397,3.664,3.092,51.08,Discharging,49618.69,44.98,53.04,41.57,36.56,3.772,1.369,2.592,1103584,533,42.5,1.04,0.0,52.2,55.2,2.0,Chennai,13.0827,80.2707,6,78,100.9
2024-03-20T12:00:00,JLR-EV-1007,F-PACE_EV,47,3.634,3.871,3.32,-0.22,Idle,58576.36,41.43,50.66,36.28,39.19,3.839,1.17,3.118,1199999,702,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,79,100.8
2024-03-20T18:00:00,JLR-EV-1007,F-PACE_EV,23,3.607,3.892,3.392,69.44,Discharging,23457.37,42.56,55.69,40.05,38.68,3.603,1.634,2.876,1238202,318,74.5,1.5,0.0,91.8,25.9,1.3,Pune,18.5204,73.8567,560,67,94.1
2024-03-21T00:00:00,JLR-EV-1007,F-PACE_EV,51,3.394,3.666,3.106,-1.81,Idle,45296.01,38.24,43.93,35.03,34.42,3.357,1.114,2.579,1572864,629,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,77,100.7
2024-03-21T06:00:00,JLR-EV-1007,F-PACE_EV,44,3.635,3.868,3.256,76.12,Discharging,47777.29,44.07,51.58,40.43,33.03,3.637,1.108,3.025,1636621,537,33.5,1.66,0.0,47.6,90.7,-0.4,Delhi,28.6139,77.209,216,66,100.6
2024-03-21T12:00:00,JLR-EV-1007,F-PACE_EV,7,3.689,3.927,3.328,28.0,Discharging,11768.13,35.54,49.09,32.92,36.73,2.978,1.36,3.81,1043403,150,29.8,0.62,0.0,176.7,36.1,2.4,Delhi,28.6139,77.209,216,71,100.1
2024-03-21T18:00:00,JLR-EV-1007,F-PACE_EV,56,3.513,3.885,3.297,75.67,Discharging,71506.89,49.38,60.85,46.46,38.28,3.835,1.463,2.519,1118996,807,30.8,1.59,0.0,11.9,13.8,0.1,Chennai,13.0827,80.2707,6,78,101.0
2024-03-22T00:00:00,JLR-EV-1007,F-PACE_EV,21,3.458,3.709,3.35,29.73,Discharging,33985.91,34.45,43.89,29.37,30.16,3.228,1.197,3.817,1169054,335,55.1,0.62,0.0,0.6,49.5,-0.3,Pune,18.5204,73.8567,560,71,94.2
2024-03-22T06:00:00,JLR-EV-1007,F-PACE_EV,28,3.516,3.689,3.245,63.14,Discharging,39375.56,42.23,54.95,38.65,32.04,3.429,1.245,3.553,1682695,395,21.4,1.33,0.0,140.4,8.4,1.5,Pune,18.5204,73.8567,560,80,93.3
2024-03-22T12:00:00,JLR-EV-1007,F-PACE_EV,1,3.723,3.932,3.403,48.24,Discharging,7348.99,37.99,48.81,30.76,32.45,3.258,1.01,2.786,1265283,107,74.4,1.08,0.0,184.4,35.8,-0.4,Bangalore,12.9716,77.5946,920,89,91.6
2024-03-22T18:00:00,JLR-EV-1007,F-PACE_EV,16,3.61,3.733,3.335,-23.91,Charging,26920.95,37.43,43.86,34.63,38.28,3.234,1.527,2.158,1000856,339,0.0,0.0,0.52,0.0,0.0,0.0,Delhi,28.6139,77.209,216,61,99.1
2024-03-23T00:00:00,JLR-EV-1007,F-PACE_EV,43,3.751,3.941,3.362,67.27,Discharging,46343.28,46.88,52.28,41.9,39.61,3.561,1.289,3.742,1784490,533,78.2,1.51,0.0,11.0,17.4,1.5,Bangalore,12.9716,77.5946,920,77,91.4
