Timestamp,Vehicle_ID,Vehicle_Model,Battery_Age_Months,Avg_Cell_Voltage,Max_Cell_Voltage,Min_Cell_Voltage,Pack_Current,Charging_State,Charge_Throughput,Avg_Temperature,Max_Temperature,Min_Temperature,Ambient_Temperature,Internal_Resistance,Pressure_Level,Coolant_Flow_Rate,Insulation_Resistance,Cycle_Count,Depth_of_Discharge,Energy_Consumed_kWh,Energy_Regenerated_kWh,Distance_Traveled_km,Speed_kmh,Acceleration_ms2,Location_City,Location_Latitude,Location_Longitude,Altitude_m,Humidity_Percent,Air_Pressure_kPa,SOC,SOH,Voltage_Imbalance,Temperature_Gradient,Power_kW,Thermal_Risk_Score,Voltage_Risk_Score,Aging_Risk_Score,Overall_Risk_Score,Alert_Status,Critical_Alert,Hour,Day_of_Week,Month,Vehicle_Model_Encoded,Charging_State_Encoded,Location_City_Encoded,Risk_Category
2024-03-08 00:00:00,JLR-EV-1006,F-PACE_EV,8,3.421,3.799,3.195,41.11,Discharging,17878.8,35.01,45.9,28.07,34.45,2.999,1.272,3.4,1258412,203,21.5,0.84,0.0,97.4,102.8,1.0,Mumbai,19.076,72.8777,14,86,100.2,15.817113274622052,92.95194408290313,0.6040000000000001,17.83,0.14063731,27.92440306274275,100.0,25.66971024231582,51.19803776835286,Cell Imbalance,1,0,4,3,1,1,3,High
2024-03-08 06:00:00,JLR-EV-1006,F-PACE_EV,12,3.671,3.811,3.456,-50.93,Charging,21719.88,37.78,50.8,35.6,30.99,3.211,1.702,3.088,1740477,217,0.0,0.0,1.12,0.0,0.0,0.0,Delhi,28.6139,77.209,216,66,98.9,56.59461573989811,89.79529701012419,0.355,15.199999999999996,0.18696402999999998,31.901923006616883,82.96730485325857,23.054001215520216,45.97440969179856,Cell Imbalance,1,6,4,3,1,0,2,Medium
2024-03-08 12:00:00,JLR-EV-1006,F-PACE_EV,41,3.476,3.779,3.278,28.08,Discharging,45629.15,34.91,48.55,29.82,35.67,3.619,1.612,3.853,1127980,564,40.7,0.59,0.0,162.3,11.2,-0.2,Bangalore,12.9716,77.5946,920,86,91.5,17.60409306045674,68.01552692439463,0.5009999999999999,18.729999999999997,0.09760608,19.96037772969525,100.0,69.19220227666221,63.05086000211916,Cell Imbalance,1,12,4,3,1,1,0,High
2024-03-08 18:00:00,JLR-EV-1006,F-PACE_EV,48,3.432,3.683,3.174,0.42,Idle,50380.41,40.56,44.74,37.51,38.41,3.63,1.231,3.491,1594725,605,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,88,91.8,29.92425814108487,62.71278790270944,0.5089999999999999,7.230000000000004,0.0014414399999999998,33.90007259144999,100.0,76.45627799485676,70.11878352876892,Cell Imbalance,1,18,4,3,1,2,0,High
2024-03-09 00:00:00,JLR-EV-1006,F-PACE_EV,39,3.687,3.835,3.361,55.15,Discharging,37374.67,33.37,42.46,28.04,31.8,3.123,1.763,3.651,1099208,501,74.6,1.22,0.0,61.1,6.2,2.3,Mumbai,19.076,72.8777,14,79,100.8,39.461858775434806,72.85597587236803,0.47399999999999975,14.420000000000002,0.20333805,23.594661072441042,100.0,64.83102182544806,62.80856096596303,Cell Imbalance,1,0,5,3,1,1,3,High
2024-03-09 06:00:00,JLR-EV-1006,F-PACE_EV,37,3.609,3.814,3.293,75.9,Discharging,37363.68,44.22,51.6,36.26,36.86,3.66,1.644,3.447,1355661,543,86.9,1.64,0.0,52.0,91.8,-0.1,Mumbai,19.076,72.8777,14,79,102.1,36.07712725740217,69.47433766811666,0.5209999999999999,15.340000000000003,0.27392310000000003,41.57052557118778,100.0,57.57164345813592,66.38072300977457,Cell Imbalance,1,6,5,3,1,1,3,High
2024-03-09 12:00:00,JLR-EV-1006,F-PACE_EV,20,3.719,3.825,3.461,36.12,Discharging,30063.65,41.96,45.76,35.47,38.2,3.182,1.084,2.876,1540871,335,87.0,0.81,0.0,188.1,100.3,0.3,Delhi,28.6139,77.209,216,71,100.4,68.43896073900689,83.41027597015201,0.3640000000000003,10.29,0.13433028,35.92575783261298,78.75558184538514,30.620608489051403,48.43398272234984,Cell Imbalance,1,12,5,3,1,1,2,Medium
2024-03-09 18:00:00,JLR-EV-1006,F-PACE_EV,38,3.386,3.7,3.073,0.27,Idle,52156.35,29.07,42.5,23.01,31.07,3.252,1.417,2.552,1430828,524,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,78,91.3,23.608663746500767,74.15892577025716,0.6270000000000002,19.49,0.0009142200000000001,12.859433469320049,100.0,65.42007588296849,59.42650311742951,Cell Imbalance,1,18,5,3,1,2,0,High
2024-03-10 00:00:00,JLR-EV-1006,F-PACE_EV,12,3.391,3.564,3.176,92.56,Discharging,15666.66,39.9,43.24,34.48,29.18,3.218,1.199,2.315,1759279,208,69.6,1.88,0.0,190.4,27.2,-0.4,Pune,18.5204,73.8567,560,64,93.8,18.776028724452615,90.65511739072089,0.3879999999999999,8.760000000000005,0.31387096000000003,32.92324958633033,88.13678301265749,30.218892026798706,50.42630820859551,Cell Imbalance,1,0,6,3,1,1,4,High
2024-03-10 06:00:00,JLR-EV-1006,F-PACE_EV,23,3.637,3.843,3.412,52.34,Discharging,31155.63,44.27,47.32,40.32,38.18,3.527,1.798,3.64,1510848,412,86.3,1.14,0.0,32.7,98.6,1.2,Chennai,13.0827,80.2707,6,79,101.7,44.522605170227266,77.68972219516189,0.43100000000000005,7.0,0.19036058,40.37612376217737,99.56497956349973,43.87794883175856,61.273017385811876,Cell Imbalance,1,6,6,3,1,1,1,High
2024-03-10 12:00:00,JLR-EV-1006,F-PACE_EV,18,3.651,3.807,3.309,0.76,Idle,29983.62,30.93,42.96,23.85,33.38,2.984,1.642,2.941,1089284,321,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,87,101.2,54.74582538685015,88.18883136785324,0.4979999999999998,19.11,0.00277476,17.43731051558811,100.0,38.67493261083258,52.03741437547356,Cell Imbalance,1,12,6,3,1,2,3,High
2024-03-10 18:00:00,JLR-EV-1006,F-PACE_EV,14,3.656,4.029,3.525,-80.25,Charging,18478.53,44.0,52.21,37.05,38.6,3.534,1.243,2.393,1531250,246,0.0,0.0,1.76,0.0,0.0,0.0,Delhi,28.6139,77.209,216,68,99.7,55.91715005178085,85.74340296984671,0.504,15.160000000000004,0.293394,47.04926230414564,100.0,23.959136355502295,57.002799553215986,Cell Imbalance,1,18,6,3,1,0,2,High
2024-03-11 00:00:00,JLR-EV-1006,F-PACE_EV,23,3.391,3.645,3.013,87.4,Discharging,31961.5,44.58,50.96,40.85,38.72,3.655,1.703,2.49,1724607,365,81.4,1.78,0.0,81.5,41.9,-1.8,Chennai,13.0827,80.2707,6,90,101.5,16.023927052859545,76.82376526404728,0.6320000000000001,10.11,0.2963734,43.39456872784951,100.0,45.74359895714395,63.046055894997814,Cell Imbalance,1,0,0,3,1,1,1,High
2024-03-11 06:00:00,JLR-EV-1006,F-PACE_EV,27,3.512,3.778,3.405,-1.97,Idle,35934.07,31.91,44.17,29.56,31.26,3.194,1.782,3.366,1742944,464,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,81,93.5,49.15287429027304,81.07554882967739,0.3730000000000002,14.610000000000003,0.00691864,21.49303276800491,79.82535191852774,51.83935327100145,51.05257931917803,Cell Imbalance,1,6,0,3,1,2,4,High
2024-03-11 12:00:00,JLR-EV-1006,F-PACE_EV,31,3.66,3.844,3.408,-2.0,Idle,34481.32,40.84,46.43,33.74,36.77,3.543,1.538,2.578,1189188,456,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,90,101.9,49.505825041098255,77.55504788272209,0.43599999999999994,12.689999999999998,0.00732,40.479984081741975,87.34981513400287,59.23938311907271,62.35639411160585,Cell Imbalance,1,12,0,3,1,2,1,High
2024-03-11 18:00:00,JLR-EV-1006,F-PACE_EV,57,3.371,3.754,3.001,-0.55,Idle,81086.38,36.19,41.81,29.61,32.62,3.793,1.397,3.321,1738659,815,0.0,0.0,0.0,0.0,0.0,0.0,Chennai,13.0827,80.2707,6,85,102.2,29.06138425856004,56.33303884585542,0.7530000000000001,12.200000000000003,0.00185405,26.224180066993533,100.0,87.66885035794375,71.29767680831243,Cell Imbalance,1,18,0,3,1,2,1,High
2024-03-12 00:00:00,JLR-EV-1006,F-PACE_EV,54,3.456,3.741,3.194,-0.89,Idle,67858.59,33.45,42.3,30.63,35.14,3.683,1.172,2.415,1688089,711,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,80,102.0,29.23421505899027,58.38206613173411,0.5470000000000002,11.669999999999998,0.00307584,21.69153944879452,100.0,84.00757556814685,68.56637167231379,Cell Imbalance,1,0,1,3,1,2,3,High
2024-03-12 06:00:00,JLR-EV-1006,F-PACE_EV,55,3.419,3.63,3.257,90.67,Discharging,55269.24,50.5,60.32,44.84,38.11,3.694,1.576,3.871,1730559,715,59.2,1.86,0.0,22.0,10.9,-0.0,Bangalore,12.9716,77.5946,920,74,92.9,11.902045362243783,56.67436059500414,0.3729999999999998,15.479999999999997,0.31000073000000006,55.711755291275836,74.72599667562491,95.28564768667815,75.24113321785963,Low Battery;High Temperature;Cell Imbalance,1,6,1,3,1,1,0,Critical
2024-03-12 12:00:00,JLR-EV-1006,F-PACE_EV,12,3.672,4.045,3.418,-53.95,Charging,26918.72,42.08,51.72,35.76,33.96,3.088,1.631,3.574,1769915,291,0.0,0.0,1.19,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,84,101.5,58.81581523793995,90.61082040496011,0.6269999999999998,15.96,0.1981044,39.63611017686839,100.0,31.207148280329392,56.947752819065926,Cell Imbalance,1,12,1,3,1,0,3,High
2024-03-12 18:00:00,JLR-EV-1006,F-PACE_EV,17,3.6,3.723,3.465,-0.98,Idle,20375.4,35.04,39.33,29.94,38.5,3.39,1.127,3.548,1001110,297,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,89,91.3,46.816960029412215,85.44104282947349,0.258,9.389999999999997,0.003528,26.679533856853915,57.44523582347167,27.420539511009714,37.1817697304451,Cell Imbalance,1,18,1,3,1,2,0,Medium
2024-03-13 00:00:00,JLR-EV-1006,F-PACE_EV,57,3.664,3.953,3.312,28.3,Discharging,61526.24,35.86,47.64,29.72,29.91,3.631,1.201,2.266,1539995,793,73.0,0.62,0.0,118.0,101.1,2.0,Bangalore,12.9716,77.5946,920,83,92.2,44.08569453873867,57.57770858381376,0.641,17.92,0.10369120000000001,24.21230371024134,100.0,92.01973349121782,72.07734573381971,Cell Imbalance,1,0,2,3,1,1,0,High
2024-03-13 06:00:00,JLR-EV-1006,F-PACE_EV,8,3.787,3.949,3.682,-49.83,Charging,14220.96,43.18,47.85,39.53,36.44,3.484,1.079,2.756,1449026,168,0.0,0.0,1.13,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,76,101.6,80.0790603698951,91.17116645096654,0.2669999999999999,8.32,0.18870620999999999,42.3956489709679,57.40657012148676,14.233434244198982,38.01188444555121,Cell Imbalance,1,6,2,3,1,0,3,Medium
2024-03-13 12:00:00,JLR-EV-1006,F-PACE_EV,13,3.541,3.812,3.144,-1.64,Idle,18641.42,36.54,45.67,30.86,35.72,3.135,1.537,2.755,1765668,212,0.0,0.0,0.0,0.0,0.0,0.0,Pune,18.5204,73.8567,560,82,93.2,45.546173523749424,88.89737164050078,0.6679999999999997,14.810000000000002,0.005807239999999999,28.421916459154065,100.0,24.60491771966681,51.008944726273626,Cell Imbalance,1,12,2,3,1,2,4,High
2024-03-13 18:00:00,JLR-EV-1006,F-PACE_EV,57,3.344,3.59,3.084,78.17,Discharging,61415.15,42.21,53.82,36.24,31.12,3.84,1.039,3.531,1515624,802,89.5,1.57,0.0,44.4,25.1,1.6,Chennai,13.0827,80.2707,6,78,100.8,14.174658023582003,56.32406628809292,0.5059999999999998,17.58,0.26140048,34.47100818832695,100.0,88.02454701580979,74.16518506804557,Low Battery;Cell Imbalance,1,18,2,3,1,1,1,High
2024-03-14 00:00:00,JLR-EV-1006,F-PACE_EV,41,3.535,3.78,3.393,22.97,Discharging,43388.34,32.36,36.5,25.85,32.63,3.437,1.217,3.652,1759222,601,54.3,0.49,0.0,179.0,98.8,-1.0,Mumbai,19.076,72.8777,14,70,101.8,44.18153689041918,67.96149675125213,0.387,10.649999999999999,0.08119894999999999,22.383832360035136,79.56141146311938,65.41234067108836,55.785861498080955,Cell Imbalance,1,0,3,3,1,1,3,High
2024-03-14 06:00:00,JLR-EV-1006,F-PACE_EV,55,3.656,3.884,3.387,-1.67,Idle,63007.25,36.84,42.69,31.49,39.33,3.462,1.684,3.653,1604942,717,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,84,92.5,45.79095418248126,60.655411867507844,0.4969999999999999,11.2,0.0061055200000000006,28.99328482170512,100.0,96.84203880313981,75.27844120828165,Cell Imbalance,1,6,3,3,1,2,0,Critical
2024-03-14 12:00:00,JLR-EV-1006,F-PACE_EV,12,3.513,3.69,3.275,91.21,Discharging,17448.25,37.55,41.64,31.01,29.37,3.239,1.364,3.921,1212517,238,32.3,1.92,0.0,61.2,111.2,-1.9,Pune,18.5204,73.8567,560,68,94.3,41.15189772873706,86.79608592022485,0.41500000000000004,10.629999999999999,0.32042073,34.8075950764633,83.87051443167068,26.82253403623958,48.50021451479119,Cell Imbalance,1,12,3,3,1,1,4,Medium
2024-03-14 18:00:00,JLR-EV-1006,F-PACE_EV,43,3.59,3.804,3.334,82.77,Discharging,44167.29,48.98,62.44,44.78,37.42,3.569,1.306,3.636,1568222,603,51.2,1.78,0.0,199.4,101.9,0.1,Chennai,13.0827,80.2707,6,88,101.0,44.36828205190117,69.23206988616937,0.46999999999999975,17.659999999999997,0.2971443,49.36399085195494,100.0,77.69376290189089,75.68591791794861,High Temperature;Cell Imbalance,1,18,3,3,1,1,1,Critical
2024-03-15 00:00:00,JLR-EV-1006,F-PACE_EV,12,3.522,3.66,3.401,63.63,Discharging,20042.3,39.19,51.98,36.44,31.1,3.292,1.676,2.611,1224564,283,30.4,1.34,0.0,93.4,58.1,2.0,Bangalore,12.9716,77.5946,920,74,92.3,38.06281444296493,89.68968109708946,0.25900000000000034,15.54,0.22410486,32.464841528694144,58.24661475212345,28.62039910747773,39.77728512943178,Cell Imbalance,1,0,4,3,1,1,0,Medium
2024-03-15 06:00:00,JLR-EV-1006,F-PACE_EV,60,3.712,4.106,3.54,83.55,Discharging,82930.04,38.48,43.17,32.97,33.03,3.792,1.631,2.248,1719086,843,30.9,1.86,0.0,29.8,74.5,0.2,Delhi,28.6139,77.209,216,62,100.0,63.75034526790195,54.72527976420205,0.5659999999999998,10.200000000000003,0.3101376,32.70850218690447,100.0,100.0,77.56950072896815,Cell Imbalance,1,6,4,3,1,1,2,Critical
2024-03-15 12:00:00,JLR-EV-1006,F-PACE_EV,26,3.572,3.677,3.189,-24.69,Charging,25793.59,34.8,42.24,31.34,33.75,3.336,1.769,3.395,1309366,361,0.0,0.0,0.53,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,71,91.2,55.07210086183242,77.42693573871918,0.488,10.900000000000002,0.08819268000000001,28.428953879202552,100.0,44.266318451588205,57.56509077693025,Cell Imbalance,1,12,4,3,1,0,0,High
2024-03-15 18:00:00,JLR-EV-1006,F-PACE_EV,53,3.506,3.856,3.293,76.66,Discharging,60130.1,42.54,51.84,37.16,33.78,3.772,1.534,3.167,1714225,709,25.7,1.61,0.0,101.3,42.4,0.2,Delhi,28.6139,77.209,216,69,100.7,36.54484442168759,59.1004058265326,0.5629999999999997,14.680000000000007,0.26876996,44.813682054251856,100.0,84.65035346781063,76.48801184068749,Cell Imbalance,1,18,4,3,1,1,2,Critical
2024-03-16 00:00:00,JLR-EV-1007,F-PACE_EV,17,3.767,4.137,3.451,-45.78,Charging,21998.85,37.92,51.44,33.61,32.05,3.001,1.208,2.841,1380090,293,0.0,0.0,1.03,0.0,0.0,0.0,Pune,18.5204,73.8567,560,67,94.9,84.7393334390277,86.42174636266446,0.6859999999999995,17.83,0.17245326,28.976768738619526,100.0,39.37228916727314,56.11635263529755,Cell Imbalance,1,0,5,3,1,0,4,High
2024-03-16 06:00:00,JLR-EV-1007,F-PACE_EV,39,3.367,3.511,3.235,28.91,Discharging,53319.0,38.43,45.11,36.24,32.12,3.278,1.466,3.971,1320220,585,67.1,0.58,0.0,182.0,30.7,1.9,Pune,18.5204,73.8567,560,78,93.6,16.915123260998797,73.6089840955748,0.27600000000000025,8.869999999999997,0.09733997,31.43643180955165,63.84614573254315,63.534349602890536,52.93897571499511,Cell Imbalance,1,6,5,3,1,1,4,High
2024-03-16 12:00:00,JLR-EV-1007,F-PACE_EV,14,3.42,3.61,3.04,-55.44,Charging,13171.53,35.25,46.03,28.74,30.43,3.334,1.474,3.12,1564735,179,0.0,0.0,1.14,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,80,100.5,34.443726995711025,88.0602116397465,0.5699999999999998,17.290000000000003,0.1896048,26.430987448930345,100.0,28.05399377214087,51.494993740357074,Cell Imbalance,1,12,5,3,1,0,3,High
2024-03-16 18:00:00,JLR-EV-1007,F-PACE_EV,1,3.585,3.877,3.265,78.22,Discharging,13560.83,38.24,48.73,35.69,31.13,2.833,1.65,3.759,1150569,149,89.9,1.68,0.0,170.5,26.8,-2.5,Mumbai,19.076,72.8777,14,73,101.6,39.42462151968011,97.79705286944301,0.6119999999999997,13.04,0.2804187,31.928336887465104,100.0,12.208945484289865,48.045760790584986,Cell Imbalance,1,18,5,3,1,1,3,Medium
2024-03-17 00:00:00,JLR-EV-1007,F-PACE_EV,9,3.615,3.982,3.499,84.41,Discharging,13259.1,38.93,49.41,36.41,34.08,3.28,1.031,2.23,1263072,161,21.8,1.83,0.0,3.0,19.7,-2.4,Bangalore,12.9716,77.5946,920,89,92.1,36.113776567872534,88.91468466392993,0.4830000000000001,13.0,0.30514215,35.95746127934204,100.0,22.253825618372904,52.73709563257165,Cell Imbalance,1,0,6,3,1,1,0,High
2024-03-17 06:00:00,JLR-EV-1007,F-PACE_EV,45,3.708,3.892,3.35,64.04,Discharging,51274.01,48.16,53.0,40.97,37.98,3.789,1.242,2.623,1150307,560,25.9,1.42,0.0,182.6,32.9,1.8,Mumbai,19.076,72.8777,14,81,102.0,63.17015668528969,68.08807264556296,0.5419999999999998,12.030000000000001,0.23746032000000003,50.516608400416615,100.0,75.4656773900386,75.3274285968184,High Temperature;Cell Imbalance,1,6,6,3,1,1,3,Critical
2024-03-17 12:00:00,JLR-EV-1007,F-PACE_EV,21,3.533,3.788,3.266,50.67,Discharging,20941.36,37.9,44.4,33.43,36.8,3.216,1.007,2.354,1598172,265,25.7,1.07,0.0,103.9,12.3,-1.8,Chennai,13.0827,80.2707,6,79,100.6,44.09524050185766,83.48477637214756,0.5219999999999998,10.969999999999999,0.17901711,32.286551666270654,100.0,45.727665065965375,59.33807224407868,Cell Imbalance,1,12,6,3,1,1,1,High
2024-03-17 18:00:00,JLR-EV-1007,F-PACE_EV,60,3.443,3.815,3.332,63.6,Discharging,65295.66,43.51,56.49,41.38,36.83,3.942,1.064,2.381,1041781,730,68.1,1.31,0.0,188.8,79.7,-1.4,Pune,18.5204,73.8567,560,67,94.9,15.223810906976905,57.379820336650866,0.4830000000000001,15.11,0.21897480000000002,42.549521004133275,100.0,99.82176776901022,80.79042959104784,Cell Imbalance,1,18,6,3,1,1,4,Critical
2024-03-18 00:00:00,JLR-EV-1007,F-PACE_EV,22,3.396,3.752,3.289,59.23,Discharging,33945.95,38.46,48.45,30.56,32.77,3.052,1.143,2.576,1170624,371,65.4,1.21,0.0,118.5,39.9,-0.5,Delhi,28.6139,77.209,216,73,100.5,18.87060054125326,86.45871894979693,0.46299999999999963,17.890000000000004,0.20114507999999998,32.02808596644508,98.97771826917939,45.74486573824949,58.91688999129133,Cell Imbalance,1,0,0,3,1,1,2,High
2024-03-18 06:00:00,JLR-EV-1007,F-PACE_EV,24,3.732,3.947,3.47,-46.19,Charging,40411.32,42.1,55.01,39.42,36.71,3.26,1.173,2.487,1587287,413,0.0,0.0,1.03,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,87,92.5,85.65304177320276,81.70712901836768,0.47699999999999987,15.589999999999996,0.17238108,37.13974717718067,100.0,47.18162391816638,61.44045703178235,Cell Imbalance,1,6,0,3,1,0,0,High
2024-03-18 12:00:00,JLR-EV-1007,F-PACE_EV,11,3.577,3.762,3.201,62.05,Discharging,20016.93,39.39,50.2,31.91,34.51,3.427,1.248,2.927,1391673,227,61.6,1.33,0.0,126.1,78.1,1.9,Chennai,13.0827,80.2707,6,90,100.9,37.99745824025048,90.38238780563599,0.5609999999999999,18.290000000000003,0.22195284999999998,31.431063430901993,100.0,27.12007059565834,52.85037800885345,Cell Imbalance,1,12,0,3,1,1,1,High
2024-03-18 18:00:00,JLR-EV-1007,F-PACE_EV,14,3.421,3.784,3.191,-0.78,Idle,26310.87,37.32,44.51,30.85,36.41,3.374,1.511,3.22,1139279,315,0.0,0.0,0.0,0.0,0.0,0.0,Bangalore,12.9716,77.5946,920,90,92.0,22.362851000675118,84.21344147329688,0.593,13.659999999999997,0.00266838,28.509193227881905,100.0,31.712215208022265,53.407136145301386,Cell Imbalance,1,18,0,3,1,2,0,High
2024-03-19 00:00:00,JLR-EV-1007,F-PACE_EV,55,3.557,3.756,3.37,91.71,Discharging,64173.28,37.16,51.84,30.39,31.58,3.709,1.794,3.902,1217745,781,53.5,1.96,0.0,38.4,75.9,-2.4,Bangalore,12.9716,77.5946,920,71,91.3,37.864444266309874,61.21063558928824,0.3859999999999997,21.450000000000003,0.32621247,25.759633490216974,84.74091225341084,92.57100313705305,67.6905162935603,Cell Imbalance,1,0,1,3,1,1,0,High
2024-03-19 06:00:00,JLR-EV-1007,F-PACE_EV,21,3.451,3.751,3.296,48.61,Discharging,36727.65,41.34,53.73,38.13,36.72,3.448,1.049,3.794,1611554,373,30.9,1.01,0.0,167.5,48.9,-0.1,Bangalore,12.9716,77.5946,920,74,91.3,19.617583844056227,78.5433056251827,0.45500000000000007,15.599999999999994,0.16775310999999998,34.24974468285977,98.15858090703335,31.53390064093092,54.64740874360802,Cell Imbalance,1,6,1,3,1,1,0,High
2024-03-19 12:00:00,JLR-EV-1007,F-PACE_EV,1,3.693,4.025,3.509,47.31,Discharging,6873.26,38.21,46.82,35.59,34.68,3.278,1.713,3.967,1490502,71,43.4,1.05,0.0,108.4,28.1,-1.9,Bangalore,12.9716,77.5946,920,80,91.8,40.74403192642182,96.67106828977026,0.5160000000000005,11.229999999999997,0.17471583000000002,30.718585013984097,100.0,4.4689736831135844,45.062519565699226,Cell Imbalance,1,12,1,3,1,1,0,Medium
2024-03-19 18:00:00,JLR-EV-1007,F-PACE_EV,31,3.703,3.84,3.32,58.03,Discharging,35785.51,45.38,59.33,38.21,36.84,3.759,1.368,2.76,1022428,440,32.8,1.29,0.0,115.7,63.7,-2.4,Chennai,13.0827,80.2707,6,83,102.1,61.40201291219191,70.96653228509791,0.52,21.119999999999997,0.21488509,45.03406258367134,100.0,56.35649434467399,67.13018564278178,High Temperature;Cell Imbalance,1,18,1,3,1,1,1,High
2024-03-20 00:00:00,JLR-EV-1007,F-PACE_EV,12,3.734,3.962,3.414,-1.49,Idle,15390.18,29.34,38.21,23.49,30.64,2.77,1.079,3.197,1160317,187,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,83,100.3,71.16849357643923,92.24648655333327,0.548,14.720000000000002,0.00556366,11.829416212573832,100.0,25.77211485974793,45.86717702410726,Cell Imbalance,1,0,2,3,1,2,3,Medium
2024-03-20 06:00:00,JLR-EV-1007,F-PACE_EV,41,3.397,3.664,3.092,51.08,Discharging,49618.69,44.98,53.04,41.57,36.56,3.772,1.369,2.592,1103584,533,42.5,1.04,0.0,52.2,55.2,2.0,Chennai,13.0827,80.2707,6,78,100.9,13.24060207385503,65.95831778622932,0.5720000000000001,11.469999999999999,0.17351876,47.725127415605925,100.0,62.717158193981824,70.14742853652925,Low Battery;Cell Imbalance,1,6,2,3,1,1,1,High
2024-03-20 12:00:00,JLR-EV-1007,F-PACE_EV,47,3.634,3.871,3.32,-0.22,Idle,58576.36,41.43,50.66,36.28,39.19,3.839,1.17,3.118,1199999,702,0.0,0.0,0.0,0.0,0.0,0.0,Mumbai,19.076,72.8777,14,79,100.8,53.49913185510023,64.07522630162742,0.5510000000000002,14.379999999999995,0.00079948,34.78619096670146,100.0,78.22279383301924,71.00299493324023,Cell Imbalance,1,12,2,3,1,2,3,High
2024-03-20 18:00:00,JLR-EV-1007,F-PACE_EV,23,3.607,3.892,3.392,69.44,Discharging,23457.37,42.56,55.69,40.05,38.68,3.603,1.634,2.876,1238202,318,74.5,1.5,0.0,91.8,25.9,1.3,Pune,18.5204,73.8567,560,67,94.1,44.4033268760537,80.41025972980685,0.5,15.64,0.25047008,38.07965223178714,100.0,44.91357182591823,60.99774135256846,Cell Imbalance,1,18,2,3,1,1,4,High
2024-03-21 00:00:00,JLR-EV-1007,F-PACE_EV,51,3.394,3.666,3.106,-1.81,Idle,45296.01,38.24,43.93,35.03,34.42,3.357,1.114,2.579,1572864,629,0.0,0.0,0.0,0.0,0.0,0.0,Delhi,28.6139,77.209,216,77,100.7,23.746732669750767,65.47038611494395,0.56,8.899999999999999,0.006143140000000001,28.2196511358733,100.0,86.31048459328393,71.5100452430524,Cell Imbalance,1,0,3,3,1,2,2,High
2024-03-21 06:00:00,JLR-EV-1007,F-PACE_EV,44,3.635,3.868,3.256,76.12,Discharging,47777.29,44.07,51.58,40.43,33.03,3.637,1.108,3.025,1636621,537,33.5,1.66,0.0,47.6,90.7,-0.4,Delhi,28.6139,77.209,216,66,100.6,43.152690946471104,64.64581740787368,0.6120000000000001,11.149999999999999,0.2766962,39.518426350533986,100.0,77.8479067085758,72.4554443530366,Cell Imbalance,1,6,3,3,1,1,2,High
2024-03-21 12:00:00,JLR-EV-1007,F-PACE_EV,7,3.689,3.927,3.328,28.0,Discharging,11768.13,35.54,49.09,32.92,36.73,2.978,1.36,3.81,1043403,150,29.8,0.62,0.0,176.7,36.1,2.4,Delhi,28.6139,77.209,216,71,100.1,36.82662074046866,96.29382181015475,0.5990000000000002,16.17,0.103292,27.346661043903353,100.0,21.1387199359038,49.495126993269054,Cell Imbalance,1,12,3,3,1,1,2,Medium
2024-03-21 18:00:00,JLR-EV-1007,F-PACE_EV,56,3.513,3.885,3.297,75.67,Discharging,71506.89,49.38,60.85,46.46,38.28,3.835,1.463,2.519,1118996,807,30.8,1.59,0.0,11.9,13.8,0.1,Chennai,13.0827,80.2707,6,78,101.0,39.53843562218033,59.94500993117227,0.5879999999999996,14.39,0.26582871,50.015333120950345,100.0,95.61080593308506,81.87537968467846,High Temperature;Cell Imbalance,1,18,3,3,1,1,1,Critical
2024-03-22 00:00:00,JLR-EV-1007,F-PACE_EV,21,3.458,3.709,3.35,29.73,Discharging,33985.91,34.45,43.89,29.37,30.16,3.228,1.197,3.817,1169054,335,55.1,0.62,0.0,0.6,49.5,-0.3,Pune,18.5204,73.8567,560,71,94.2,16.36600649378101,81.08060892542214,0.359,14.52,0.10280634000000001,24.567735918412207,85.59051409642446,40.97584740092953,50.37803247192207,Cell Imbalance,1,0,4,3,1,1,4,High
